service,description,homepage,protocols,auth_mode,auth_required,api_key_needed,prompt_policy,skills_using_count,skills_using,skill_paths
checkbashisms,Checks for bashisms in shell scripts,https://launchpad.net/ubuntu/+source/devscripts/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-terminal-shell-productivity,skills/generated/shards/nexus-04/b04-terminal-shell-productivity/SKILL.md
checkstyle,Check Java source against a coding standard,https://checkstyle.sourceforge.io/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-git-code-review-release,skills/generated/shards/nexus-04/b04-git-code-review-release/SKILL.md
chezscheme,Implementation of the Chez Scheme language,https://cisco.github.io/ChezScheme/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b06-editor-agent-network-subtitle-pdf,skills/generated/shards/nexus-06/b06-editor-agent-network-subtitle-pdf/SKILL.md
chicken,Compiler for the Scheme programming language,https://www.call-cc.org/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,runtime-managers-and-languages,skills/generated/shards/nexus-02/runtime-managers-and-languages/SKILL.md
chisel,Collection of LLDB commands to assist debugging iOS apps,https://github.com/facebook/chisel,"SQL/DB protocol, CLI/stdin-stdout",None or local runtime,no,no,No API key required for local/offline use.,1,b06-filesystem-debug-presentation-ml,skills/generated/shards/nexus-06/b06-filesystem-debug-presentation-ml/SKILL.md
chkbit,Check your files for data corruption,https://github.com/laktak/chkbit,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b10-shell-observability-netops,skills/generated/shards/nexus-10/b10-shell-observability-netops/SKILL.md
chkrootkit,Rootkit detector,https://www.chkrootkit.org/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-code-workflow-storage,skills/generated/shards/nexus-07/b07-code-workflow-storage/SKILL.md
chmlib,Library for dealing with Microsoft ITSS/CHM files,https://www.jedrea.com/chmlib/,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b10-api-stream-db-container,skills/generated/shards/nexus-10/b10-api-stream-db-container/SKILL.md
chocolate-doom,Accurate source port of Doom,https://www.chocolate-doom.org/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b09-systems-build-automation-lint,skills/generated/shards/nexus-09/b09-systems-build-automation-lint/SKILL.md
choose-rust,Human-friendly and fast alternative to cut and (sometimes) awk,https://github.com/theryangeary/choose,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b06-partition-radio-testing-data,skills/generated/shards/nexus-06/b06-partition-radio-testing-data/SKILL.md
chroma,General purpose syntax highlighter in pure Go,https://github.com/alecthomas/chroma,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-git-code-review-release,skills/generated/shards/nexus-04/b04-git-code-review-release/SKILL.md
chrome-devtools-mcp,Chrome DevTools for coding agents,https://github.com/chromedevtools/chrome-devtools-mcp,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b06-network-dns-go-testing-storage,skills/generated/shards/nexus-06/b06-network-dns-go-testing-storage/SKILL.md
chronograf,Open source monitoring and visualization UI for the TICK stack,https://docs.influxdata.com/chronograf/latest/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b09-emulator-python-markup-network,skills/generated/shards/nexus-09/b09-emulator-python-markup-network/SKILL.md
chrony,Versatile implementation of the Network Time Protocol (NTP),https://chrony-project.org,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-data-protocol-db-runtime,skills/generated/shards/nexus-07/b07-data-protocol-db-runtime/SKILL.md
chruby,Ruby environment tool,https://github.com/postmodern/chruby,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,runtime-managers-and-languages,skills/generated/shards/nexus-02/runtime-managers-and-languages/SKILL.md
chsrc,Change Source for every software on every platform from the command-line,https://github.com/RubyMetric/chsrc,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b06-recon-data-k8s-workflows,skills/generated/shards/nexus-06/b06-recon-data-k8s-workflows/SKILL.md
chuck,"Concurrent, on-the-fly audio programming language",https://chuck.cs.princeton.edu/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b10-stream-build-deploy,skills/generated/shards/nexus-10/b10-stream-build-deploy/SKILL.md
cidr,CLI to perform various actions on CIDR ranges,https://github.com/bschaatsbergen/cidr,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b10-network-proxy-cache-sandbox,skills/generated/shards/nexus-10/b10-network-proxy-cache-sandbox/SKILL.md
cilium-cli,"CLI to install, manage & troubleshoot Kubernetes clusters running Cilium",https://cilium.io,CLI/stdin-stdout,Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,kubernetes-and-container-platforms,skills/generated/shards/nexus-02/kubernetes-and-container-platforms/SKILL.md
cimg,C++ toolkit for image processing,https://cimg.eu/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b09-ml-voip-docs-data,skills/generated/shards/nexus-09/b09-ml-voip-docs-data/SKILL.md
circleci,Enables you to reproduce the CircleCI environment locally,https://circleci.com/docs/guides/toolkit/local-cli/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,git-ci-and-release-automation,skills/generated/shards/nexus-02/git-ci-and-release-automation/SKILL.md
circumflex,Hacker News in your terminal,https://github.com/bensadeh/circumflex,"JSON-RPC/WebSocket, CLI/stdin-stdout",None or local runtime,no,no,No API key required for local/offline use.,1,b07-net-media-build-cli,skills/generated/shards/nexus-07/b07-net-media-build-cli/SKILL.md
cjson,Ultralightweight JSON parser in ANSI C,https://github.com/DaveGamble/cJSON,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-data-db-messaging-workflows,skills/generated/shards/nexus-04/b04-data-db-messaging-workflows/SKILL.md
ckan,Comprehensive Kerbal Archive Network,https://github.com/KSP-CKAN/CKAN/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b08-bio-shell-devops-audio,skills/generated/shards/nexus-08/b08-bio-shell-devops-audio/SKILL.md
clair,Vulnerability Static Analysis for Containers,https://github.com/quay/clair,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b09-benchmark-messaging-containers-crypto,skills/generated/shards/nexus-09/b09-benchmark-messaging-containers-crypto/SKILL.md
clamav,Anti-virus software,https://www.clamav.net/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,security-and-crypto-ops,skills/generated/shards/nexus-02/security-and-crypto-ops/SKILL.md
clang-build-analyzer,Tool to analyze compilation time,https://github.com/aras-p/ClangBuildAnalyzer,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-net-media-build-cli,skills/generated/shards/nexus-07/b07-net-media-build-cli/SKILL.md
clang-format@11,"Formatting tools for C, C++, Obj-C, Java, JavaScript, TypeScript",https://clang.llvm.org/docs/ClangFormat.html,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,c-cpp-systems-and-build,skills/generated/shards/nexus-02/c-cpp-systems-and-build/SKILL.md
clang-uml,Customizable automatic UML diagram generator for C++ based on Clang,https://github.com/bkryza/clang-uml,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b08-tunnel-embedded-observability,skills/generated/shards/nexus-08/b08-tunnel-embedded-observability/SKILL.md
clangql,Run a SQL like language to perform queries on C/C++ files,https://github.com/AmrDeveloper/ClangQL,"SQL/DB protocol, CLI/stdin-stdout",None or local runtime,no,no,No API key required for local/offline use.,1,b09-vmware-security-graphics-automation,skills/generated/shards/nexus-09/b09-vmware-security-graphics-automation/SKILL.md
clarinet,Command-line tool and runtime for the Clarity smart contract language,https://stackslabs.com/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-ai-container-geo-cli,skills/generated/shards/nexus-07/b07-ai-container-geo-cli/SKILL.md
claude-cmd,Claude Code Commands Manager,https://github.com/kiliczsh/claude-cmd,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b06-editor-agent-network-subtitle-pdf,skills/generated/shards/nexus-06/b06-editor-agent-network-subtitle-pdf/SKILL.md
claude-code-router,Tool to route Claude Code requests to different models and customize any request,https://github.com/musistudio/claude-code-router,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b06-automation-telemetry-k8s-docs,skills/generated/shards/nexus-06/b06-automation-telemetry-k8s-docs/SKILL.md
claude-code-templates,CLI tool for configuring and monitoring Claude Code,https://www.aitmpl.com/agents,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b10-media-k8s-encryption-web,skills/generated/shards/nexus-10/b10-media-k8s-encryption-web/SKILL.md
claudekit,Intelligent guardrails and workflow automation for Claude Code,https://github.com/carlrannaberg/claudekit,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b08-systems-cache-networking,skills/generated/shards/nexus-08/b08-systems-cache-networking/SKILL.md
claws-mail,"User-friendly, lightweight, and fast email client",https://www.claws-mail.org/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b08-web-audit-build-security,skills/generated/shards/nexus-08/b08-web-audit-build-security/SKILL.md
clazy,Qt oriented static code analyzer,https://www.kdab.com/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b09-zig-recon-dns-markdown,skills/generated/shards/nexus-09/b09-zig-recon-dns-markdown/SKILL.md
cli11,Simple and intuitive command-line parser for C++11,https://cliutils.github.io/CLI11/book/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b10-shell-observability-netops,skills/generated/shards/nexus-10/b10-shell-observability-netops/SKILL.md
cli53,Command-line tool for Amazon Route 53,https://github.com/barnybug/cli53,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b06-security-api-streaming-ml,skills/generated/shards/nexus-06/b06-security-api-streaming-ml/SKILL.md
click,Command-line interactive controller for Kubernetes,https://github.com/databricks/click,CLI/stdin-stdout,Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,b08-shell-docs-mail-ops,skills/generated/shards/nexus-08/b08-shell-docs-mail-ops/SKILL.md
clickhouse-odbc,Official ODBC driver implementation for accessing ClickHouse as a data source,https://github.com/ClickHouse/clickhouse-odbc,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b10-stream-build-deploy,skills/generated/shards/nexus-10/b10-stream-build-deploy/SKILL.md
clifm,Command-line Interface File Manager,https://github.com/leo-arch/clifm,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b09-cli-audit-3d-filesystems,skills/generated/shards/nexus-09/b09-cli-audit-3d-filesystems/SKILL.md
clinfo,Print information about OpenCL platforms and devices,https://github.com/Oblomov/clinfo,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-net-media-build-cli,skills/generated/shards/nexus-07/b07-net-media-build-cli/SKILL.md
cling,C++ interpreter,https://root.cern/cling/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-system-analysis-netsec,skills/generated/shards/nexus-07/b07-system-analysis-netsec/SKILL.md
clip,Create high-quality charts from the command-line,https://github.com/asmuth/clip,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b08-db-messaging-build-release,skills/generated/shards/nexus-08/b08-db-messaging-build-release/SKILL.md
clipboard,"Cut, copy, and paste anything, anywhere, all from the terminal",https://getclipboard.app,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b06-filesystem-debug-presentation-ml,skills/generated/shards/nexus-06/b06-filesystem-debug-presentation-ml/SKILL.md
clippy,Copy files from your terminal that actually paste into GUI apps,https://github.com/neilberkman/clippy,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-net-media-build-cli,skills/generated/shards/nexus-07/b07-net-media-build-cli/SKILL.md
cliproxyapi,"Wrap Gemini CLI, Codex, Claude Code, Qwen Code as an API service",https://github.com/router-for-me/CLIProxyAPI,"HTTPS/REST, CLI/stdin-stdout",None or local runtime,no,no,No API key required for local/offline use.,1,ai-assistant-and-coding-clis,skills/generated/shards/nexus-02/ai-assistant-and-coding-clis/SKILL.md
clisp,"GNU CLISP, a Common Lisp implementation",https://clisp.sourceforge.io/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b08-shell-docs-mail-ops,skills/generated/shards/nexus-08/b08-shell-docs-mail-ops/SKILL.md
cljfmt,Formatting Clojure code,https://github.com/weavejester/cljfmt,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-gitops-k8s-data,skills/generated/shards/nexus-07/b07-gitops-k8s-data/SKILL.md
clojure,"Dynamic, general-purpose programming language",https://clojure.org,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,jvm-dotnet-enterprise-stack,skills/generated/shards/nexus-02/jvm-dotnet-enterprise-stack/SKILL.md
clojurescript,Clojure to JS compiler,https://github.com/clojure/clojurescript,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b09-typesetting-fleet-runtime-web,skills/generated/shards/nexus-09/b09-typesetting-fleet-runtime-web/SKILL.md
closure-compiler,JavaScript optimizing compiler,https://developers.google.com/closure/compiler,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b06-modeling-crypto-k8s-observability,skills/generated/shards/nexus-06/b06-modeling-crypto-k8s-observability/SKILL.md
cloud-provider-kind,Cloud provider for KIND clusters,https://github.com/kubernetes-sigs/cloud-provider-kind,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b06-shell-systems-compression-media,skills/generated/shards/nexus-06/b06-shell-systems-compression-media/SKILL.md
cloud-sql-proxy,Utility for connecting securely to your Cloud SQL instances,https://github.com/GoogleCloudPlatform/cloud-sql-proxy,"SQL/DB protocol, CLI/stdin-stdout",None or local runtime,no,no,No API key required for local/offline use.,1,cloud-and-platform-clis,skills/generated/shards/nexus-02/cloud-and-platform-clis/SKILL.md
cloudflare-cli4,CLI for Cloudflare API v4,https://github.com/cloudflare/python-cloudflare-cli4,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-config-template-security,skills/generated/shards/nexus-07/b07-config-template-security/SKILL.md
cloudflare-quiche,Savoury implementation of the QUIC transport protocol and HTTP/3,https://docs.quic.tech/quiche/,"QUIC, HTTP/3, CLI/stdin-stdout",None or local runtime,no,no,No API key required for local/offline use.,1,b08-bio-shell-devops-audio,skills/generated/shards/nexus-08/b08-bio-shell-devops-audio/SKILL.md
cloudflare-wrangler,CLI tool for Cloudflare Workers,https://github.com/cloudflare/workers-sdk,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,cloud-and-platform-clis,skills/generated/shards/nexus-02/cloud-and-platform-clis/SKILL.md
cloudformation-cli,CloudFormation Provider Development Toolkit,https://github.com/aws-cloudformation/cloudformation-cli/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b06-language-runtime-linting-cloud,skills/generated/shards/nexus-06/b06-language-runtime-linting-cloud/SKILL.md
cloudformation-guard,Checks CloudFormation templates for compliance using a declarative syntax,https://github.com/aws-cloudformation/cloudformation-guard,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b10-k8s-proxy-crypto-dotfiles,skills/generated/shards/nexus-10/b10-k8s-proxy-crypto-dotfiles/SKILL.md
cloudfoundry-cli,Official command-line client for Cloud Foundry,https://docs.cloudfoundry.org/cf-cli,"HTTPS/REST, CLI/stdin-stdout",Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,b09-typesetting-fleet-runtime-web,skills/generated/shards/nexus-09/b09-typesetting-fleet-runtime-web/SKILL.md
cloudquery,Data movement tool to sync data from any source to any destination,https://www.cloudquery.io,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-system-analysis-netsec,skills/generated/shards/nexus-07/b07-system-analysis-netsec/SKILL.md
cloudsplaining,AWS IAM Security Assessment tool,https://cloudsplaining.readthedocs.io/en/latest/,"JSON-RPC/WebSocket, CLI/stdin-stdout",Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,b08-web-audit-build-security,skills/generated/shards/nexus-08/b08-web-audit-build-security/SKILL.md
clusterawsadm,"Home for bootstrapping, AMI, EKS, and other helpers in Cluster API Provider AWS",https://cluster-api-aws.sigs.k8s.io/clusterawsadm/clusterawsadm.html,CLI/stdin-stdout,Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,b07-remote-runtime-infra,skills/generated/shards/nexus-07/b07-remote-runtime-infra/SKILL.md
cmake-language-server,Language Server for CMake,https://github.com/regen100/cmake-language-server,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b09-signal-boot-wayland-security,skills/generated/shards/nexus-09/b09-signal-boot-wayland-security/SKILL.md
cmark,"Strongly specified, highly compatible implementation of Markdown",https://commonmark.org/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b09-packaging-audio-vcs-qt,skills/generated/shards/nexus-09/b09-packaging-audio-vcs-qt/SKILL.md
cmatrix,Console Matrix,https://github.com/abishekvashok/cmatrix/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,terminal-shell-and-productivity,skills/generated/shards/nexus-02/terminal-shell-and-productivity/SKILL.md
cmus,Music player with an ncurses based interface,https://cmus.github.io/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-media-image-audio-video,skills/generated/shards/nexus-04/b04-media-image-audio-video/SKILL.md
cntlm,NTLM authentication proxy with tunneling,https://cntlm.sourceforge.net/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b08-dns-proxy-optimization-toolchain,skills/generated/shards/nexus-08/b08-dns-proxy-optimization-toolchain/SKILL.md
coal,Extension of the Flexible Collision Library,https://github.com/coal-library/coal,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b09-benchmark-messaging-containers-crypto,skills/generated/shards/nexus-09/b09-benchmark-messaging-containers-crypto/SKILL.md
cobo-cli,"Build, test, and manage your integration with Cobo Wallet-as-a-Service",https://github.com/CoboGlobal/cobo-cli,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b10-platform-build-geo-sdr,skills/generated/shards/nexus-10/b10-platform-build-geo-sdr/SKILL.md
cocogitto,Conventional Commits toolbox,https://docs.cocogitto.io/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-git-code-review-release,skills/generated/shards/nexus-04/b04-git-code-review-release/SKILL.md
code-cli,Command-line interface built-in Visual Studio Code,https://github.com/microsoft/vscode,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-build-languages-runtimes,skills/generated/shards/nexus-04/b04-build-languages-runtimes/SKILL.md
code-server,Access VS Code through the browser,https://github.com/coder/code-server,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,ai-assistant-and-coding-clis,skills/generated/shards/nexus-02/ai-assistant-and-coding-clis/SKILL.md
code2prompt,CLI tool to convert your codebase into a single LLM prompt,https://code2prompt.dev/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b06-devops-visualization-bootstrap,skills/generated/shards/nexus-06/b06-devops-visualization-bootstrap/SKILL.md
codeberg-cli,CLI for Codeberg,https://codeberg.org/Aviac/codeberg-cli,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b10-platform-build-geo-sdr,skills/generated/shards/nexus-10/b10-platform-build-geo-sdr/SKILL.md
codebook-lsp,Code-aware spell checker language server,https://github.com/blopker/codebook,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b08-productivity-backup-hardware,skills/generated/shards/nexus-08/b08-productivity-backup-hardware/SKILL.md
codecov-cli,Codecov's command-line interface,https://cli.codecov.io/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-profiling-build-dns,skills/generated/shards/nexus-07/b07-profiling-build-dns/SKILL.md
coder,Tool for provisioning self-hosted development environments with Terraform,https://coder.com,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-cloud-platform-devops,skills/generated/shards/nexus-04/b04-cloud-platform-devops/SKILL.md
codesnap,Generates code snapshots in various formats,https://github.com/codesnap-rs/codesnap,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b09-intel-network-policy-quant,skills/generated/shards/nexus-09/b09-intel-network-policy-quant/SKILL.md
codespell,Fix common misspellings in source code and text files,https://github.com/codespell-project/codespell,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-git-code-review-release,skills/generated/shards/nexus-04/b04-git-code-review-release/SKILL.md
cog,Containers for machine learning,https://cog.run/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-cloud-platform-devops,skills/generated/shards/nexus-04/b04-cloud-platform-devops/SKILL.md
coin3d,Open Inventor 2.1 API implementation (Coin),https://coin3d.github.io/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b09-cli-audit-3d-filesystems,skills/generated/shards/nexus-09/b09-cli-audit-3d-filesystems/SKILL.md
collectd,Statistics collection and monitoring daemon,https://collectd.org/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b08-service-mesh-monitoring-media,skills/generated/shards/nexus-08/b08-service-mesh-monitoring-media/SKILL.md
comby,Tool for changing code across many languages,https://comby.dev,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-fortran-vulkan-automation,skills/generated/shards/nexus-07/b07-fortran-vulkan-automation/SKILL.md
commandbox,"CFML embedded server, package manager, and app scaffolding tools",https://www.ortussolutions.com/products/commandbox,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-db-k8s-firmware-observability,skills/generated/shards/nexus-07/b07-db-k8s-firmware-observability/SKILL.md
commitizen,Defines a standard way of committing rules and communicating it,https://commitizen-tools.github.io/commitizen/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,git-ci-and-release-automation,skills/generated/shards/nexus-02/git-ci-and-release-automation/SKILL.md
commitlint,Lint commit messages according to a commit convention,https://commitlint.js.org/#/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b06-ci-build-firmware-media-ops,skills/generated/shards/nexus-06/b06-ci-build-firmware-media-ops/SKILL.md
compiledb,Generate a Clang compilation database for Make-based build systems,https://github.com/nickdiego/compiledb,"SQL/DB protocol, CLI/stdin-stdout",None or local runtime,no,no,No API key required for local/offline use.,1,b07-profiling-build-dns,skills/generated/shards/nexus-07/b07-profiling-build-dns/SKILL.md
conan,"Distributed, open source, package manager for C/C++",https://conan.io,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,c-cpp-systems-and-build,skills/generated/shards/nexus-02/c-cpp-systems-and-build/SKILL.md
conda-lock,Lightweight lockfile for conda environments,https://github.com/conda/conda-lock,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b06-language-runtime-linting-cloud,skills/generated/shards/nexus-06/b06-language-runtime-linting-cloud/SKILL.md
conftest,Test your configuration files using Open Policy Agent,https://www.conftest.dev/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,terminal-shell-and-productivity,skills/generated/shards/nexus-02/terminal-shell-and-productivity/SKILL.md
connect,Provides SOCKS and HTTPS proxy support to SSH,https://github.com/gotoh/ssh-connect,"SSH, CLI/stdin-stdout",None or local runtime,no,no,No API key required for local/offline use.,1,b07-debug-proxy-k8s-ops,skills/generated/shards/nexus-07/b07-debug-proxy-k8s-ops/SKILL.md
console_bridge,Robot Operating System-independent package for logging,https://wiki.ros.org/console_bridge/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b06-fuzzing-terminal-timeseries-langservers,skills/generated/shards/nexus-06/b06-fuzzing-terminal-timeseries-langservers/SKILL.md
container,Create and run Linux containers using lightweight virtual machines,https://apple.github.io/container/documentation/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,kubernetes-and-container-platforms,skills/generated/shards/nexus-02/kubernetes-and-container-platforms/SKILL.md
container-compose,Manage Apple Container with Docker Compose files,https://github.com/mcrich23/container-compose,CLI/stdin-stdout,Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,b07-config-template-security,skills/generated/shards/nexus-07/b07-config-template-security/SKILL.md
container-structure-test,Validate the structure of your container images,https://github.com/GoogleContainerTools/container-structure-test,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-system-analysis-netsec,skills/generated/shards/nexus-07/b07-system-analysis-netsec/SKILL.md
contentful-cli,Contentful command-line tools,https://github.com/contentful/contentful-cli,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-data-db-messaging-workflows,skills/generated/shards/nexus-04/b04-data-db-messaging-workflows/SKILL.md
context7-mcp,Up-to-date code documentation for LLMs and AI code editors,https://github.com/upstash/context7,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-ai-container-geo-cli,skills/generated/shards/nexus-07/b07-ai-container-geo-cli/SKILL.md
cookcli,CLI-tool for cooking recipes formated using Cooklang,https://cooklang.org,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-graphics-media-runtime,skills/generated/shards/nexus-07/b07-graphics-media-runtime/SKILL.md
cookiecutter,Utility that creates projects from templates,https://github.com/cookiecutter/cookiecutter,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,python-and-data-science,skills/generated/shards/nexus-02/python-and-data-science/SKILL.md
copa,Tool to directly patch container images given the vulnerability scanning results,https://github.com/project-copacetic/copacetic,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-cloud-platform-devops,skills/generated/shards/nexus-04/b04-cloud-platform-devops/SKILL.md
copier,Utility for rendering projects templates,https://copier.readthedocs.io/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-docs-content-publishing,skills/generated/shards/nexus-04/b04-docs-content-publishing/SKILL.md
copilot,CLI tool for Amazon ECS and AWS Fargate,https://aws.github.io/copilot-cli/,"JSON-RPC/WebSocket, CLI/stdin-stdout",Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,b04-cloud-platform-devops,skills/generated/shards/nexus-04/b04-cloud-platform-devops/SKILL.md
copyparty,Portable file server,https://github.com/9001/copyparty,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-terminal-shell-productivity,skills/generated/shards/nexus-04/b04-terminal-shell-productivity/SKILL.md
coredns,DNS server that chains plugins,https://coredns.io/,"DNS, CLI/stdin-stdout",None or local runtime,no,no,No API key required for local/offline use.,1,b06-network-dns-go-testing-storage,skills/generated/shards/nexus-06/b06-network-dns-go-testing-storage/SKILL.md
corkscrew,Tunnel SSH through HTTP proxies,https://packages.debian.org/sid/corkscrew,"SSH, CLI/stdin-stdout",None or local runtime,no,no,No API key required for local/offline use.,1,b08-dns-proxy-optimization-toolchain,skills/generated/shards/nexus-08/b08-dns-proxy-optimization-toolchain/SKILL.md
corsixth,Open source clone of Theme Hospital,https://github.com/CorsixTH/CorsixTH,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b08-bio-shell-devops-audio,skills/generated/shards/nexus-08/b08-bio-shell-devops-audio/SKILL.md
