service,description,homepage,protocols,auth_mode,auth_required,api_key_needed,prompt_policy,skills_using_count,skills_using,skill_paths
oauth2_proxy,Reverse proxy for authenticating users via OAuth 2 providers,https://oauth2-proxy.github.io/oauth2-proxy/,CLI/stdin-stdout,Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,b09-emulator-python-markup-network,skills/generated/shards/nexus-09/b09-emulator-python-markup-network/SKILL.md
oauth2l,Simple CLI for interacting with Google oauth tokens,https://github.com/google/oauth2l,CLI/stdin-stdout,Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,b04-data-db-messaging-workflows,skills/generated/shards/nexus-04/b04-data-db-messaging-workflows/SKILL.md
ocicl,OCI-based ASDF system distribution and management tool for Common Lisp,https://github.com/ocicl/ocicl,CLI/stdin-stdout,Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,b04-cloud-platform-devops,skills/generated/shards/nexus-04/b04-cloud-platform-devops/SKILL.md
okta-aws-cli,Okta federated identity for AWS CLI,https://github.com/okta/okta-aws-cli,"JSON-RPC/WebSocket, CLI/stdin-stdout",Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,cloud-and-platform-clis,skills/generated/shards/nexus-02/cloud-and-platform-clis/SKILL.md
okta-awscli,Okta authentication for awscli,https://github.com/okta-awscli/okta-awscli,CLI/stdin-stdout,Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,b06-editor-agent-network-subtitle-pdf,skills/generated/shards/nexus-06/b06-editor-agent-network-subtitle-pdf/SKILL.md
otterdog,Manage GitHub organizations at scale using an infrastructure as code approach,https://otterdog.readthedocs.io/en/latest/,CLI/stdin-stdout,Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,b10-schema-mobile-dns-quality,skills/generated/shards/nexus-10/b10-schema-mobile-dns-quality/SKILL.md
oxker,Terminal User Interface (TUI) to view & control docker containers,https://github.com/mrjackwills/oxker,CLI/stdin-stdout,Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,b07-ai-container-geo-cli,skills/generated/shards/nexus-07/b07-ai-container-geo-cli/SKILL.md
pinact,Pins GitHub Actions to full hashes and versions,https://github.com/suzuki-shunsuke/pinact,CLI/stdin-stdout,Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,b04-git-code-review-release,skills/generated/shards/nexus-04/b04-git-code-review-release/SKILL.md
pluto,CLI tool to help discover deprecated apiVersions in Kubernetes,https://fairwinds.com,CLI/stdin-stdout,Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,b04-cloud-platform-devops,skills/generated/shards/nexus-04/b04-cloud-platform-devops/SKILL.md
podman-compose,Alternative to docker-compose using podman,https://github.com/containers/podman-compose,CLI/stdin-stdout,Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,kubernetes-and-container-platforms,skills/generated/shards/nexus-02/kubernetes-and-container-platforms/SKILL.md
policy_sentry,Generate locked-down AWS IAM Policies,https://policy-sentry.readthedocs.io/en/latest/,"JSON-RPC/WebSocket, CLI/stdin-stdout",Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,b10-quality-media-supplychain,skills/generated/shards/nexus-10/b10-quality-media-supplychain/SKILL.md
popeye,Kubernetes cluster resource sanitizer,https://popeyecli.io,CLI/stdin-stdout,Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,b07-gitops-k8s-data,skills/generated/shards/nexus-07/b07-gitops-k8s-data/SKILL.md
qtnetworkauth,Provides support for OAuth-based authorization to online services,https://www.qt.io/,CLI/stdin-stdout,Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,b09-packaging-audio-vcs-qt,skills/generated/shards/nexus-09/b09-packaging-audio-vcs-qt/SKILL.md
rain,Command-line tool for working with AWS CloudFormation,https://github.com/aws-cloudformation/rain,"JSON-RPC/WebSocket, CLI/stdin-stdout",Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,cloud-and-platform-clis,skills/generated/shards/nexus-02/cloud-and-platform-clis/SKILL.md
saml2aws,Login and retrieve AWS temporary credentials using a SAML IDP,https://github.com/Versent/saml2aws,"JSON-RPC/WebSocket, CLI/stdin-stdout",Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,cloud-and-platform-clis,skills/generated/shards/nexus-02/cloud-and-platform-clis/SKILL.md
sceptre,Build better AWS infrastructure,https://docs.sceptre-project.org/,"JSON-RPC/WebSocket, CLI/stdin-stdout",Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,b10-docs-ci-infra-runtime,skills/generated/shards/nexus-10/b10-docs-ci-infra-runtime/SKILL.md
skaffold,Easy and Repeatable Kubernetes Development,https://skaffold.dev/,CLI/stdin-stdout,Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,kubernetes-and-container-platforms,skills/generated/shards/nexus-02/kubernetes-and-container-platforms/SKILL.md
talosctl,CLI for out-of-band management of Kubernetes nodes created by Talos,https://www.talos.dev/,CLI/stdin-stdout,Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,kubernetes-and-container-platforms,skills/generated/shards/nexus-02/kubernetes-and-container-platforms/SKILL.md
terratag,"CLI to automate tagging for AWS, Azure & GCP resources in Terraform",https://www.terratag.io/,CLI/stdin-stdout,Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,b09-vmware-security-graphics-automation,skills/generated/shards/nexus-09/b09-vmware-security-graphics-automation/SKILL.md
testkube,Kubernetes-native framework for test definition and execution,https://testkube.io,CLI/stdin-stdout,Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,b04-cloud-platform-devops,skills/generated/shards/nexus-04/b04-cloud-platform-devops/SKILL.md
vcluster,Creates fully functional virtual k8s cluster inside host k8s cluster's namespace,https://www.vcluster.com,CLI/stdin-stdout,Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,b04-cloud-platform-devops,skills/generated/shards/nexus-04/b04-cloud-platform-devops/SKILL.md
velero,Disaster recovery for Kubernetes resources and persistent volumes,https://velero.io/,CLI/stdin-stdout,Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,kubernetes-and-container-platforms,skills/generated/shards/nexus-02/kubernetes-and-container-platforms/SKILL.md
whalebrew,"Homebrew, but with Docker images",https://github.com/whalebrew/whalebrew,CLI/stdin-stdout,Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,b09-signal-boot-wayland-security,skills/generated/shards/nexus-09/b09-signal-boot-wayland-security/SKILL.md
